,type,locality,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,furnishing_encoded,parking_encoded
14546,3,Gandhinagar,1100,10,2,2,2,2,1,3,2,25000.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3
14547,3,Hagadur,1240,0,2,2,2,1,3,3,3,18500.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3
14548,4,Others,1200,10,2,1,2,0,3,3,0,32000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3
14549,4,Basavanagudi,1300,3,2,2,3,4,2,3,2,35000.0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,3
14550,4,Bellanduru,1255,2,3,1,3,17,2,3,1,32000.0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,2
14551,3,Pattabhiram Nagar,950,20,2,4,2,2,2,3,2,23000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
14552,3,Puttenahalli,1300,10,2,1,2,2,2,3,2,20000.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,3
14553,3,Hoysala Nagara,1121,4,2,3,2,2,1,3,1,35000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3
14554,4,Vasanthpura Ward,1350,3,2,1,3,3,2,3,1,19000.0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,3
14555,3,JP Nagar,800,10,2,1,2,3,2,3,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
14556,2,Hagadur,600,0,1,2,2,3,2,3,2,9500.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3
14557,3,Bellanduru,1185,3,2,2,3,2,2,3,2,23000.0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,3
14558,3,C V Raman Nagar,800,10,1,2,1,4,2,3,1,19500.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,3
14559,3,Varthur,1050,1,2,2,2,4,3,3,1,16000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,2
14560,3,Jayanagar,1000,5,1,2,1,2,1,3,1,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14561,4,Ambalipura,2018,0,3,2,3,4,3,3,1,45000.0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2
14562,4,Subramanyapura,1500,0,3,1,3,4,2,3,3,20000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3
14563,3,Bellanduru,1229,0,2,1,2,2,3,3,2,27000.0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,3
14564,3,Varthur,1012,0,2,2,2,7,2,3,1,21500.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
14565,3,Hagadur,1200,2,2,4,2,1,3,3,2,25000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,2,3
14566,4,Rajarajeshwari Nagar,1260,1,2,1,3,4,3,3,1,19000.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,3
14567,4,Devarabeesanahalli,2020,0,3,2,3,1,2,3,2,40000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3
14568,3,Varthur,1000,0,2,2,2,0,1,3,2,25000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
14569,3,Hagadur,1224,3,2,4,2,2,2,3,2,22500.0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,3
14570,3,C V Raman Nagar,1050,12,2,2,3,2,1,3,1,18000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3
14571,4,Kadugodi,1431,0,3,2,3,2,2,3,2,19000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
14572,4,Hemmigepura,1527,0,3,1,3,1,3,3,2,20000.0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,2
14573,3,Dodda Nekkundi,1000,8,2,2,1,4,2,3,1,18000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,3
14574,2,HSR Layout,650,2,1,2,1,3,1,3,1,17000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
14575,3,Kadugodi,1143,1,2,4,4,4,1,3,2,20000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,3
14576,3,Nallurahalli,1140,1,2,4,3,1,3,3,1,20000.0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2,3
14577,3,Ejipura,850,5,2,1,1,0,1,3,0,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
14578,3,Bellanduru,1200,9,2,3,4,2,2,3,2,24000.0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,2,3
14579,2,Bellanduru,950,1,1,4,2,10,3,3,1,18000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,3
14580,4,Malleshpalya,1500,7,3,2,3,3,2,3,3,25000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
14581,3,Pattanduru Agrahara,1257,4,2,4,2,4,2,3,2,24000.0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,3
14582,4,Shanthi Nagar,1537,5,2,4,2,1,2,3,2,50000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,3
14583,3,Bellanduru,1200,3,2,1,3,3,3,3,0,23000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
14584,4,Devarabeesanahalli,1625,2,2,4,2,4,3,3,2,25000.0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,3
14585,2,Munekolala,800,1,1,2,1,4,2,3,1,12000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
14586,3,Pattanduru Agrahara,1130,0,2,2,2,1,3,3,2,22000.0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,3
14587,4,Puttenahalli,1700,0,3,2,2,2,2,3,2,17000.0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,2,3
14588,3,Dodda Nekkundi,1200,10,2,4,4,1,1,3,2,20000.0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,2
14589,4,Bellanduru,1436,12,3,1,3,1,3,3,3,45000.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,3
14590,1,Jakkasandra,180,1,1,1,1,4,2,3,1,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14591,2,Udaya Nagar,705,0,1,1,1,6,2,3,1,20000.0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,3
14592,4,Ejipura,1500,14,2,1,3,5,2,3,2,35000.0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,3
14593,3,Hagadur,1140,8,2,4,4,1,2,3,3,26000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,3
14594,3,Sitaramapalya,1143,3,2,1,2,3,2,3,2,30000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3
14595,3,Ambalipura,1170,0,2,1,2,0,2,3,1,25000.0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,3
14596,3,Ambalipura,1000,3,2,1,2,3,2,3,1,30000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,3
14597,3,Basavanagudi,1450,1,2,2,2,1,2,3,1,24000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
14598,4,Hagadur,1365,1,2,2,2,2,3,3,2,22000.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,3
14599,3,Kadugodi,1035,5,2,2,3,2,1,3,2,16500.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3
14600,3,Shakambari Nagar,1100,20,2,3,2,2,1,3,1,20000.0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,3
14601,3,Dodda Nekkundi,950,0,2,2,3,1,2,3,0,25000.0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,3
14602,4,Puttenahalli,1400,3,3,2,3,0,1,3,1,22000.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3
14603,4,Haralur,1000,0,2,1,3,3,3,3,1,28000.0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,3
14604,4,Puttenahalli,1800,1,2,2,3,3,2,3,2,32000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3
14605,3,Jakkasandra,900,0,2,2,2,4,1,3,1,18000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3
14606,3,Dodda Nekkundi,1200,1,2,4,2,2,2,3,2,24000.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,3
14607,1,Shanthala Nagar,600,15,1,1,1,4,2,3,0,20000.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2,1
14608,2,Bellanduru,500,1,1,3,1,3,3,3,1,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14609,3,Bellanduru,1175,1,2,2,2,2,3,3,2,20000.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3
14610,3,Koramangala,1400,12,2,3,3,8,1,3,2,35000.0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,3
14611,3,Lal Bahadur Shastri Nagar,1800,2,2,4,2,0,2,3,3,25000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,3
14612,3,Bellanduru,1255,1,2,2,2,2,3,3,1,35000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3
14613,3,Dodda Nekkundi,750,5,1,1,2,2,2,3,1,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14614,3,Ejipura,1100,10,2,4,2,7,1,3,2,26000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,2
14615,3,Marathahalli,1310,5,2,1,2,5,2,3,3,37000.0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,2,3
14616,3,Lal Bahadur Shastri Nagar,1155,4,2,2,2,1,1,3,2,21000.0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,3
14617,4,Kaggadasapura,1484,3,2,2,3,1,2,3,2,30000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3
14618,3,Kadugodi,1000,1,2,4,2,1,3,3,1,16000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
14619,3,Madhuranagara,1189,3,2,1,1,2,3,3,2,15000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,3
14620,4,Kaadubeesanahalli,1235,4,2,1,3,2,3,3,2,28000.0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0
14621,3,Hagadur,950,1,2,1,2,3,1,3,2,17500.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3
14622,4,Hoodi,1380,0,2,4,3,0,2,3,2,21500.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,3
14623,4,Rajarajeshwari Nagar,1700,6,3,4,4,1,2,3,2,16000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3
14624,4,Kaadubeesanahalli,1566,2,3,2,3,2,3,3,2,24000.0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,3
14625,3,Madhuranagara,1400,0,2,2,2,8,2,3,2,26000.0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,3
14626,3,AGS Layout,1080,10,2,2,2,1,2,3,2,14000.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,3
14627,4,Bommanahalli,1381,0,2,4,3,3,2,3,1,22000.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,3
14628,4,Garudachara Palya,1600,4,3,4,3,1,2,3,2,26000.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3
14629,3,Rajarajeshwari Nagar,750,7,2,2,4,2,2,3,2,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3
14630,3,Varthur,1483,1,2,2,2,2,3,3,1,18000.0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,3
14631,3,Munekolala,1080,1,2,4,2,2,3,3,1,18000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,3
14632,3,Kumaraswamy Layout,1200,12,2,1,1,1,3,3,1,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,3
14633,3,Gurappanapalya Ward,1100,3,2,3,2,2,2,3,2,24500.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
14634,3,Others,850,0,2,3,2,0,2,3,1,35000.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2
14635,3,Bellanduru,1075,3,2,2,2,11,2,3,2,25000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,3
14636,3,HSR Layout,1000,5,2,1,2,2,2,3,2,23000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3
14637,3,Hoodi,1120,5,2,3,3,4,1,3,1,21000.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3
14638,4,Kadugodi,1670,0,2,2,1,3,3,3,2,30000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,3
14639,3,Varthur,1040,9,2,3,2,4,2,3,1,22500.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,3
14640,3,Kaveri Layout,900,15,2,4,2,0,2,3,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
14641,4,Katriguppe,1600,6,3,2,3,4,2,3,2,23000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
14642,3,Kadugodi,1265,1,2,2,1,3,3,3,2,23000.0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,2,3
14643,4,Rajarajeshwari Nagar,1782,1,3,4,2,4,3,3,3,25000.0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,2
14644,3,Bellanduru,1150,0,2,2,2,11,2,3,3,21000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,3
14645,3,Garudachara Palya,1195,1,2,2,2,4,1,3,2,22000.0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,3
14646,3,Dodda Nekkundi,1200,9,2,4,2,2,2,3,0,22500.0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2
14647,3,JP Nagar,1100,0,2,2,2,3,2,3,1,23000.0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,3
14648,3,Munekolala,1104,5,2,4,2,2,2,3,3,27000.0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,3
14649,3,Subramanyapura,1400,3,2,1,3,4,2,3,1,15000.0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3
14650,3,Sitaramapalya,1165,5,2,2,2,4,1,3,2,23500.0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3
14651,4,Thubarahalli,1582,12,3,2,3,8,1,3,3,30000.0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,3
14652,4,Devarabeesanahalli,1744,0,2,2,2,2,2,3,2,30000.0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3
14653,4,Vignananagar,1785,0,4,2,3,5,2,3,2,37000.0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,2
14654,3,Kumaraswamy Layout,1000,0,2,2,2,0,2,3,0,13000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
14655,3,Shakambari Nagar,1110,7,2,1,2,1,2,3,3,22000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
14656,3,Narayanapura,1215,1,2,4,3,6,2,3,3,25000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3
14657,4,Hagadur,1648,3,3,2,2,3,3,3,1,23500.0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,3
14658,3,Rajarajeshwari Nagar,1000,0,2,1,1,1,3,3,2,13000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3
14659,3,Brookefields,1100,3,2,2,2,4,2,3,2,20000.0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,3
14660,3,Kaadubeesanahalli,1280,1,2,4,2,2,3,3,2,27000.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,2,3
14661,3,Hagadur,1350,0,2,2,2,9,2,3,2,27000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3
14662,3,Cox Town,1325,18,2,2,3,2,2,3,3,22000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,3
14663,4,Konena Agrahara Ward,1350,10,2,2,3,1,2,3,1,30000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3
14664,4,Varthur,1300,1,2,2,2,2,3,3,1,18500.0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,3
14665,2,Vannarpetai,500,20,1,2,1,2,1,3,0,8000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
14666,3,Dodda Nekkundi,1350,0,2,2,4,6,2,3,1,36000.0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,2,3
14667,3,Chikkalasandra,800,8,2,1,2,1,1,3,1,14000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
14668,3,VV Puram,1100,3,2,2,2,2,1,3,0,30000.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,3
14669,2,Nallurahalli,600,0,1,2,1,1,3,3,1,19000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3
14670,3,Basavanagudi,1200,2,2,1,2,3,2,3,2,35000.0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,2,3
14671,3,Varthur,1177,1,2,2,1,4,3,3,3,15000.0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,3
14672,1,JP Nagar,300,5,1,1,3,0,3,3,0,10000.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
14673,3,Bellanduru,1197,0,2,4,2,2,2,3,1,29000.0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,2
14674,3,Jayanagar,750,1,1,3,2,1,1,3,0,25000.0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,2,0
14675,1,Dodda Nekkundi,400,1,1,2,1,1,3,3,1,18000.0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1
14676,3,Munekolala,460,0,2,2,2,0,2,3,2,13500.0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,3
14677,4,Varthur,1475,2,2,1,3,1,3,3,2,28000.0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,3
14678,3,Varthur,1210,0,2,4,2,12,3,3,1,23000.0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,3
14679,4,Bellanduru,1600,1,3,1,3,1,2,3,2,28000.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,3
14680,4,Dodda Nekkundi,1724,0,3,1,3,3,2,3,1,33500.0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,3
14681,4,Hoodi,2059,5,4,2,3,0,1,3,2,40000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3
14682,3,Brookefields,1180,0,2,4,2,2,2,3,2,20000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,3
14683,4,HSR Layout,1800,0,3,1,3,2,2,3,1,45000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3
14684,4,Kaadubeesanahalli,1555,2,3,1,3,1,3,3,2,32000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2
14685,2,Haralur,1210,1,2,1,1,3,3,3,1,20000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3
14686,3,Bellanduru,1150,5,2,4,3,4,2,3,3,24000.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3
14687,1,BCC Layout,650,3,1,2,2,1,2,3,1,12000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
14688,3,Varthur,1220,0,2,4,3,1,3,3,2,23000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,3
14689,4,Haralur,1511,3,3,2,2,0,2,3,1,22500.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3
14690,3,Panathur,1200,0,2,2,2,8,3,3,2,29500.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3
14691,4,Bellanduru,1630,1,3,2,2,2,2,3,1,35000.0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,3
14692,3,Kottigepalya,1200,2,2,1,2,2,1,3,0,10000.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3
14693,3,JP Nagar,990,20,2,3,2,1,2,3,3,20000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3
14694,4,Pattabhiram Nagar,800,10,3,3,4,0,1,3,2,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14695,4,Dodda Nekkundi,1419,1,3,4,3,7,3,3,2,34000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,3
14696,3,Garudachara Palya,1250,10,2,1,2,1,3,3,1,16000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3
14697,3,Subramanyapura,1260,6,2,2,2,0,3,3,2,16000.0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,3
14698,3,Bhoganahalli,1130,5,2,2,2,1,3,3,2,25000.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,3
14699,2,Jeevanbhima Nagar,850,10,1,2,1,0,2,3,3,15000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
14700,4,Benniganahalli Ward,1400,5,3,2,4,5,2,3,3,30000.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3
14701,2,Haralur,600,0,1,1,1,7,2,3,3,16000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3
14702,3,Basavanagudi,1050,1,2,2,3,0,2,3,1,26000.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3
14703,1,Jayanagar,500,3,1,2,1,4,2,3,1,10000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
14704,3,Kaadubeesanahalli,950,10,2,1,2,2,3,3,2,24000.0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,3
14705,1,Koramangala,800,0,1,2,1,1,3,3,0,15000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
14706,2,Kaggadasapura,400,6,1,2,1,3,2,3,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14707,4,Sitaramapalya,1511,5,2,3,4,2,2,3,2,45000.0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,3
14708,3,GM Palya,890,10,2,1,2,1,2,3,2,13500.0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,3
14709,3,Garudachara Palya,1290,10,2,1,2,1,2,3,2,21000.0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,3
14710,3,Varthur,1012,0,2,1,2,2,3,3,1,20000.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,3
14711,4,Garudachara Palya,1485,5,3,4,3,3,2,3,1,28000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,3
14712,3,Kadugodi,1260,0,2,2,2,3,2,3,3,23000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,3
14713,3,BTM Layout,918,10,2,2,4,1,1,3,1,23000.0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,2,0
14714,2,Varthur,650,0,1,2,2,3,3,3,1,15000.0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,2
14715,4,Kottigepalya,1580,1,3,2,4,2,2,3,3,20000.0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,3
14716,3,Bilekahalli,990,10,2,2,2,3,3,3,2,18000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
14717,3,BTM Layout,800,4,2,3,2,1,1,3,2,18000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
14718,3,Puttenahalli,1175,12,2,3,2,2,2,3,3,25000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,3
14719,2,Bellanduru,450,1,1,1,1,0,2,3,1,12000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
14720,2,Ramagondanahalli,790,0,1,4,1,3,1,3,1,17000.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0
14721,3,Katriguppe,970,8,2,1,3,1,2,3,2,11000.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3
14722,4,Ambalipura,1615,7,2,1,2,2,2,3,3,43000.0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3
14723,3,Iblur,975,8,2,4,3,1,3,3,2,20000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3
14724,3,Puttenahalli,1210,5,2,1,2,2,2,3,2,23000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3
14725,4,Bellanduru,1292,2,2,2,4,6,1,3,3,26000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,3
