type,locality,gym,lift,swimming_pool,negotiable,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,PARK,RWH,STP,HK,PB,VP,city,furnishing_encoded,parking_encoded
2,Hosa Tippasandra,0,0,0,0,950,20.0,1.0,4,1.0,1.0,1.0,CORPORATION,IH,1.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bengaluru,2,0
3,Hoysala Nagara,0,0,0,1,850,30.0,2.0,3,2.0,1.0,2.0,CORPORATION,IF,1.0,23000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,0
4,Srinivasapura,0,1,0,0,1700,4.0,3.0,4,3.0,1.0,4.0,CORP_BORE,AP,2.0,15000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Benniganahalli Ward,0,0,0,0,900,1.0,2.0,1,2.0,1.0,3.0,CORP_BORE,AP,1.0,23000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,Bengaluru,1,1
3,Hosakerehalli,0,0,0,1,600,4.0,2.0,1,2.0,1.0,2.0,CORPORATION,IF,1.0,10000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Shakambari Nagar,0,0,0,1,450,15.0,1.0,3,0.0,1.0,3.0,CORPORATION,IF,1.0,8700.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,0,0
3,Maruthi Seva Nagar,0,1,0,0,1253,6.0,2.0,1,2.0,2.0,3.0,CORP_BORE,AP,2.0,25000.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Vannarpetai,0,0,0,1,1000,12.0,1.0,1,2.0,1.0,1.0,CORPORATION,IF,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
3,Kaadubeesanahalli,0,0,0,1,1215,1.0,2.0,4,2.0,4.0,4.0,BOREWELL,AP,2.0,26000.0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,Bengaluru,1,3
3,Kamakshi Palya,0,0,0,0,1200,1.0,2.0,2,2.0,0.0,2.0,CORP_BORE,IF,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Domlur,0,0,0,1,1200,20.0,2.0,2,2.0,2.0,2.0,CORPORATION,AP,1.0,19000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Bengaluru,1,1
4,Ramagondanahalli,0,0,0,1,1100,2.0,2.0,2,4.0,1.0,3.0,BOREWELL,IF,1.0,16500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Bellanduru,0,1,0,1,800,10.0,2.0,1,2.0,1.0,3.0,CORPORATION,AP,1.0,22000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,Bengaluru,1,3
3,Wilson Garden,0,1,0,1,1200,8.0,2.0,4,3.0,1.0,4.0,CORPORATION,AP,2.0,25000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,2
4,BTM Layout,0,0,0,1,1300,-1.0,3.0,1,3.0,0.0,5.0,CORP_BORE,IF,2.0,35000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Pattabhiram Nagar,1,1,0,0,1000,8.0,2.0,2,2.0,0.0,6.0,CORP_BORE,AP,1.0,26000.0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,Bengaluru,1,3
3,VV Puram,0,0,0,0,1200,20.0,2.0,4,2.0,2.0,3.0,CORP_BORE,AP,2.0,27000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
2,Vignananagar,0,0,0,1,600,7.0,1.0,2,1.0,1.0,3.0,CORP_BORE,IF,1.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,1
3,JP Nagar,0,0,0,1,750,10.0,1.0,4,1.0,0.0,1.0,CORPORATION,IH,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Vignananagar,0,0,0,1,1000,10.0,2.0,1,1.0,0.0,2.0,CORP_BORE,IF,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
3,Ejipura,0,1,0,1,1232,5.0,2.0,1,2.0,4.0,4.0,CORP_BORE,AP,1.0,25000.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,Bengaluru,1,3
3,Suddagunte Palya Ward,0,0,0,1,600,10.0,1.0,3,2.0,0.0,4.0,CORPORATION,IF,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,1
4,Hoodi,1,1,1,0,1514,4.0,3.0,4,4.0,1.0,4.0,CORP_BORE,AP,2.0,23000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,Bengaluru,1,3
2,Suddagunte Palya Ward,0,0,0,0,600,0.0,1.0,3,1.0,1.0,3.0,CORP_BORE,IF,1.0,14500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
3,Halasuru,0,0,0,1,550,1.0,1.0,2,1.0,2.0,3.0,CORP_BORE,IF,1.0,15500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Thubarahalli,0,1,0,1,1200,2.0,2.0,2,5.0,3.0,5.0,CORP_BORE,AP,2.0,24000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Bengaluru,1,3
3,Rajajinagar,0,0,0,1,800,100.0,1.0,4,2.0,1.0,1.0,CORPORATION,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Basavanagudi,0,0,0,1,832,10.0,2.0,1,2.0,2.0,3.0,CORPORATION,IF,2.0,20000.0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,Bengaluru,1,1
3,Hoysala Nagara,1,1,1,1,1100,17.0,2.0,2,2.0,1.0,7.0,CORP_BORE,AP,2.0,36000.0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,Bengaluru,2,3
3,Hagadur,0,0,0,1,1000,2.0,1.0,2,1.0,0.0,5.0,CORP_BORE,AP,0.0,14500.0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,Bengaluru,1,1
3,Girinagar,0,0,0,0,1100,8.0,2.0,1,2.0,1.0,1.0,CORP_BORE,IF,1.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
4,Kadugodi,0,0,0,0,1450,0.0,2.0,2,6.0,3.0,4.0,CORP_BORE,AP,0.0,15000.0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,Bengaluru,1,3
3,Hampi Nagar,0,0,0,1,700,10.0,1.0,3,0.0,1.0,2.0,CORPORATION,IF,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Bengaluru,0,1
4,Srinivasapura,1,1,1,1,1200,0.0,2.0,1,2.0,11.0,13.0,CORP_BORE,AP,0.0,19000.0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
2,HSR Layout,0,0,0,1,1200,5.0,1.0,3,3.0,0.0,2.0,CORP_BORE,IF,1.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
2,Narayanapura,0,0,0,1,550,0.0,1.0,1,1.0,3.0,3.0,CORP_BORE,IF,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,0
3,Varthur,0,0,0,1,1000,3.0,1.0,1,3.0,2.0,4.0,CORPORATION,IF,0.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,3
2,Jeevanbhima Nagar,0,0,0,1,700,3.0,1.0,2,1.0,4.0,4.0,CORP_BORE,IH,0.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Bengaluru,1,1
1,Koramangala,0,0,0,0,400,5.0,1.0,3,1.0,3.0,3.0,CORPORATION,IF,1.0,21000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,2,1
3,Hemmigepura,0,0,0,1,700,5.0,2.0,2,2.0,0.0,2.0,CORP_BORE,IF,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
4,Hoodi,1,1,1,1,1450,8.0,3.0,1,3.0,3.0,9.0,CORP_BORE,AP,2.0,25000.0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
4,Dodda Nekkundi,0,0,0,1,1247,2.0,2.0,4,2.0,2.0,3.0,CORP_BORE,AP,2.0,25000.0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,Bengaluru,1,3
3,Kottigepalya,0,0,0,1,700,-1.0,2.0,1,2.0,2.0,3.0,CORP_BORE,IF,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Bengaluru,1,1
3,HSR Layout,1,1,1,1,1069,10.0,2.0,2,5.0,6.0,8.0,CORPORATION,AP,1.0,34000.0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,Bengaluru,1,3
4,Kaggadasapura,0,1,0,0,1550,8.0,2.0,1,2.0,4.0,5.0,CORPORATION,AP,2.0,22000.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,Bengaluru,1,3
3,Kodihalli,0,0,0,1,600,0.0,2.0,2,2.0,3.0,4.0,CORPORATION,IF,1.0,19000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
4,Bellanduru,0,1,0,1,1750,3.0,2.0,2,5.0,1.0,5.0,BOREWELL,AP,2.0,28500.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,Bengaluru,1,3
4,Hemmigepura,0,1,0,0,1300,0.0,2.0,2,2.0,3.0,5.0,CORP_BORE,AP,2.0,16000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Sudhama Nagara,0,1,0,1,1200,1.0,2.0,1,2.0,4.0,4.0,CORP_BORE,IF,1.0,25000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Hagadur,1,1,1,1,1178,2.0,2.0,2,4.0,2.0,4.0,CORP_BORE,AP,2.0,22000.0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,Bengaluru,1,3
1,Others,1,1,1,0,200,5.0,1.0,1,1.0,0.0,4.0,CORPORATION,AP,1.0,9000.0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,Bengaluru,2,1
3,Gandhinagar,0,0,0,0,1000,20.0,2.0,2,6.0,1.0,3.0,CORPORATION,IF,0.0,25000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,0
3,Konena Agrahara Ward,0,1,0,0,1250,10.0,2.0,1,3.0,0.0,6.0,CORP_BORE,AP,1.0,19000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Bengaluru,1,3
2,HSR Layout,0,0,0,1,500,5.0,1.0,2,1.0,0.0,1.0,CORP_BORE,IF,0.0,13500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
4,Kaadubeesanahalli,1,1,1,1,1555,10.0,3.0,3,4.0,2.0,3.0,CORP_BORE,AP,3.0,35000.0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,Bengaluru,1,3
4,Dodda Nekkundi,1,0,1,0,1800,10.0,3.0,1,4.0,0.0,1.0,BOREWELL,IH,2.0,25000.0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,Bengaluru,1,3
4,Garudachara Palya,1,1,1,1,1840,5.0,3.0,2,6.0,14.0,19.0,CORP_BORE,AP,3.0,44000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,2,3
3,Deepanjali Nagar,0,0,0,1,1450,6.0,3.0,4,2.0,0.0,2.0,CORPORATION,IF,0.0,16000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
5,Varthur,0,0,0,1,2100,0.0,3.0,2,4.0,0.0,1.0,BOREWELL,IH,1.0,30000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
4,Domlur,0,0,0,0,1400,10.0,2.0,2,0.0,1.0,2.0,CORP_BORE,IF,1.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
3,Indiranagar,0,0,0,1,750,10.0,1.0,1,1.0,1.0,2.0,CORP_BORE,IF,1.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,0
3,Avalahalli,0,0,0,0,1100,3.0,2.0,1,0.0,3.0,3.0,CORPORATION,AP,1.0,16500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
4,Udaya Nagar,0,1,0,1,1550,15.0,2.0,4,3.0,4.0,6.0,CORP_BORE,AP,3.0,20000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
2,Dodda Nekkundi,0,1,0,0,500,0.0,1.0,1,3.0,1.0,4.0,CORP_BORE,AP,2.0,21000.0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,Bengaluru,2,1
3,Seshadripuram,0,1,0,0,900,5.0,2.0,1,4.0,0.0,4.0,CORP_BORE,AP,2.0,22000.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,Bengaluru,2,2
2,Jogupalya,0,0,0,0,500,5.0,1.0,1,1.0,1.0,3.0,BOREWELL,IF,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
4,Chikkalasandra,0,1,0,1,1410,7.0,3.0,3,5.0,3.0,3.0,CORPORATION,AP,2.0,16000.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,Bengaluru,1,3
1,Munekolala,0,0,0,1,1100,3.0,2.0,2,3.0,1.0,4.0,BOREWELL,AP,2.0,20000.0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,Bengaluru,1,3
4,Udaya Nagar,1,1,1,1,1631,5.0,3.0,2,3.0,8.0,12.0,CORP_BORE,AP,4.0,32000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,Bengaluru,1,3
3,Domlur,0,1,0,1,1100,5.0,2.0,2,2.0,0.0,3.0,CORP_BORE,IH,0.0,23000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Varthur,0,0,0,0,1205,0.0,2.0,2,2.0,8.0,13.0,CORP_BORE,AP,1.0,23000.0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,Bengaluru,1,3
3,Vignananagar,0,1,0,0,1150,12.0,2.0,2,2.0,1.0,4.0,CORPORATION,IF,1.0,17000.0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,Bengaluru,1,3
2,Pattabhiram Nagar,0,0,0,1,330,1.0,1.0,1,1.0,2.0,4.0,CORPORATION,IH,1.0,9500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,Bengaluru,1,3
3,Konena Agrahara Ward,0,0,0,1,700,15.0,3.0,1,2.0,0.0,0.0,CORP_BORE,IH,0.0,12000.0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,Bengaluru,1,3
2,Kodihalli,0,0,0,1,600,10.0,1.0,2,0.0,0.0,3.0,CORPORATION,IF,2.0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
3,Hoysala Nagara,0,0,0,1,900,6.0,2.0,3,2.0,2.0,2.0,CORPORATION,IF,2.0,24000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengaluru,1,3
3,Chamarajpet,0,0,0,0,900,5.0,2.0,1,2.0,2.0,3.0,CORP_BORE,IF,1.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Bengaluru,1,3
2,Kaggadasapura,0,0,0,1,500,0.0,1.0,2,1.0,3.0,4.0,CORPORATION,IH,1.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Rajarajeshwari Nagar,0,0,0,1,1200,0.0,2.0,1,2.0,1.0,1.0,CORPORATION,IF,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bengaluru,1,3
4,Bellanduru,1,1,1,0,1650,5.0,3.0,1,3.0,3.0,4.0,BOREWELL,AP,4.0,32000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Panathur,1,1,1,1,1000,0.0,2.0,4,2.0,0.0,13.0,CORPORATION,AP,1.0,24000.0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,Bengaluru,1,3
2,Pattabhiram Nagar,0,0,0,1,500,15.0,1.0,2,1.0,2.0,2.0,CORPORATION,IF,1.0,13500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bengaluru,1,1
3,Bellanduru,1,1,0,1,1100,1.0,2.0,2,3.0,1.0,4.0,CORP_BORE,AP,2.0,22000.0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,Bengaluru,1,3
3,Garudachara Palya,1,1,1,0,1200,0.0,2.0,2,9.0,1.0,4.0,CORPORATION,AP,2.0,28000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,Bengaluru,2,3
4,Hagadur,1,1,1,0,1500,2.0,3.0,2,3.0,1.0,5.0,BOREWELL,AP,0.0,25000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
3,Kaadubeesanahalli,1,1,1,1,1200,0.0,2.0,1,2.0,16.0,16.0,CORP_BORE,AP,1.0,35000.0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
4,Hoysala Nagara,0,0,0,1,1600,30.0,4.0,2,2.0,0.0,2.0,CORPORATION,IH,0.0,50000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Dodda Nekkundi,0,1,0,0,900,0.0,2.0,1,2.0,3.0,4.0,BOREWELL,AP,1.0,16000.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,Bengaluru,1,3
4,Rajarajeshwari Nagar,0,0,0,1,1500,13.0,2.0,1,3.0,0.0,0.0,BOREWELL,IH,0.0,16500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
4,Dodda Nekkundi,1,1,0,0,1400,0.0,3.0,1,2.0,1.0,4.0,CORP_BORE,AP,2.0,32000.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Shankar Matt Ward,0,1,0,0,1150,7.0,2.0,3,2.0,1.0,4.0,CORP_BORE,AP,1.0,20000.0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,Bengaluru,1,3
2,Thubarahalli,0,0,0,1,400,1.0,1.0,2,1.0,0.0,2.0,CORP_BORE,IF,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Kadugodi,0,0,0,0,700,4.0,1.0,2,2.0,2.0,2.0,CORP_BORE,IH,1.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Hagadur,1,1,1,1,1335,3.0,2.0,4,2.0,1.0,8.0,CORP_BORE,AP,1.0,24000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,Bengaluru,1,3
3,Shanthi Nagar,0,0,0,0,900,9.0,2.0,4,2.0,2.0,2.0,CORPORATION,IF,1.0,21000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
2,Vignananagar,0,0,0,0,500,10.0,1.0,3,1.0,2.0,2.0,CORPORATION,IH,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Bengaluru,1,2
3,AGS Layout,0,1,0,1,1105,4.0,2.0,1,2.0,3.0,4.0,CORPORATION,AP,2.0,14000.0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,Bengaluru,1,3
2,Kaggadasapura,0,0,0,1,400,5.0,1.0,1,0.0,1.0,3.0,CORPORATION,IF,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,0,1
3,Varthur,0,0,0,1,1000,0.0,2.0,1,2.0,0.0,2.0,BOREWELL,IF,0.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Bengaluru,1,2
4,Bellanduru,1,1,0,1,1370,3.0,2.0,1,3.0,4.0,4.0,BOREWELL,AP,1.0,22500.0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,Bengaluru,1,3
3,BTM Layout,0,0,0,0,1200,5.0,2.0,1,2.0,3.0,4.0,CORP_BORE,AP,1.0,16000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Vignananagar,1,1,1,0,1330,5.0,2.0,2,2.0,0.0,4.0,CORP_BORE,AP,2.0,21000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,Bengaluru,1,3
4,Bellanduru,1,1,0,0,1640,4.0,3.0,2,3.0,2.0,4.0,BOREWELL,AP,4.0,40000.0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,Bengaluru,2,3
3,Others,0,1,0,1,900,10.0,2.0,1,2.0,2.0,5.0,CORP_BORE,AP,1.0,30000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
4,Bellanduru,1,1,1,1,1500,1.0,3.0,4,3.0,1.0,11.0,CORPORATION,AP,2.0,30000.0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,Bengaluru,1,3
3,BTM Layout,0,0,0,1,950,2.0,2.0,2,4.0,0.0,2.0,CORPORATION,IF,0.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
4,Kadugodi,1,1,1,0,1827,5.0,3.0,2,3.0,1.0,4.0,CORPORATION,AP,2.0,36000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,Bengaluru,1,3
2,Kumaraswamy Layout,0,0,0,1,550,7.0,1.0,2,1.0,0.0,3.0,CORP_BORE,IF,0.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,BTM Layout,0,0,0,0,1000,10.0,2.0,1,2.0,0.0,2.0,BOREWELL,IF,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Basavanagudi,0,1,0,1,1000,20.0,2.0,4,4.0,0.0,3.0,CORP_BORE,AP,1.0,20000.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,Bengaluru,1,3
3,Vasanth Nagar,0,1,0,1,1240,10.0,2.0,2,1.0,2.0,8.0,CORPORATION,AP,2.0,35000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,2
3,Thubarahalli,0,0,0,1,1235,3.0,2.0,2,2.0,1.0,4.0,BOREWELL,AP,2.0,20000.0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,Bengaluru,1,3
3,Jnana Bharathi,0,0,0,1,1200,3.0,2.0,3,2.0,0.0,2.0,CORP_BORE,IH,0.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
4,Thubarahalli,1,1,1,1,1350,3.0,2.0,2,3.0,3.0,3.0,CORPORATION,AP,2.0,27000.0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,Bengaluru,1,3
3,Vasanthpura,0,1,0,1,1000,10.0,2.0,2,2.0,2.0,3.0,CORP_BORE,AP,2.0,12000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Bengaluru,1,2
2,HSR Layout,0,0,0,1,500,3.0,1.0,2,1.0,2.0,2.0,CORPORATION,IF,1.0,22000.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Bhoganahalli,0,1,1,0,1200,3.0,2.0,2,2.0,1.0,6.0,CORP_BORE,AP,1.0,25000.0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Bengaluru,1,3
3,Dodda Nekkundi,1,1,1,1,1290,11.0,2.0,1,3.0,0.0,4.0,CORP_BORE,AP,2.0,26000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,Bengaluru,1,3
3,Avalahalli,0,0,0,0,1000,8.0,1.0,1,2.0,0.0,1.0,CORPORATION,IF,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Bengaluru,1,1
4,Kaadubeesanahalli,1,1,1,1,1750,0.0,3.0,1,2.0,8.0,12.0,CORP_BORE,AP,2.0,35000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,Bengaluru,1,3
3,Jayanagar,0,0,0,1,905,0.0,2.0,2,2.0,0.0,3.0,CORP_BORE,AP,1.0,22000.0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,Bengaluru,1,3
3,Garudachara Palya,1,1,0,1,1050,0.0,2.0,1,2.0,1.0,4.0,CORPORATION,AP,1.0,24000.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,Bengaluru,1,3
3,Thubarahalli,0,1,0,0,1250,0.0,2.0,2,2.0,2.0,4.0,BOREWELL,IF,2.0,20000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Kadugodi,1,1,1,1,1165,3.0,2.0,4,2.0,3.0,4.0,CORP_BORE,AP,1.0,21000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,Bengaluru,1,3
