,Property Type,Property Size,Property Age,Number of Bathrooms,Property Facing Direction,Cupboard Availability,Floor Information,Water Supply Type,Building Type,Number of Balconies,Property Rent,Lift Availability,Gym Availability,Internet Availability,Air Conditioning Availability,Clubhouse Availability,Intercom Availability,Pool Availability,Covered Parking Availability,Fire Safety Measures,Servant Room Availability,Security Measures,Solar Charging Availability,Greenery/Park View,Rainwater Harvesting Availability,Sewage Treatment Plant Availability,Housekeeping Services,Power Backup Availability,Visitor Parking Availability,Furnishing Type (Encoded),Parking Type (Encoded),Property Zone - Bangalore East,Property Zone - Bangalore North,Property Zone - Bangalore South
14465,3,1121,4,2,3,2,2,1,3,1,35000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3,0,1,0
14466,4,1350,3,2,1,3,3,2,3,1,19000.0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,3,0,0,1
14473,3,800,10,2,1,2,3,2,3,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1
14475,2,600,0,1,2,2,3,2,3,2,9500.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3,1,0,0
14477,3,1185,3,2,2,3,2,2,3,2,23000.0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,3,1,0,0
14479,3,800,10,1,2,1,4,2,3,1,19500.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,3,1,0,0
14483,3,1050,1,2,2,2,4,3,3,1,16000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,2,1,0,0
14484,3,1000,5,1,2,1,2,1,3,1,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14485,4,2018,0,3,2,3,4,3,3,1,45000.0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,0,0,1
14487,4,1500,0,3,1,3,4,2,3,3,20000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,1
14490,3,1229,0,2,1,2,2,3,3,2,27000.0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,3,1,0,0
14491,3,1050,5,2,1,2,2,2,3,1,13000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,3,0,0,1
14495,3,1012,0,2,2,2,7,2,3,1,21500.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0
14499,3,1200,2,2,4,2,1,3,3,2,25000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,2,3,1,0,0
14503,4,1260,1,2,1,3,4,3,3,1,19000.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,3,0,0,1
14506,4,2020,0,3,2,3,1,2,3,2,40000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,0,0
14508,3,1000,0,2,2,2,0,1,3,2,25000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0
14512,4,1570,4,3,4,4,2,3,3,2,25000.0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,2,1,0,0
14515,3,1224,3,2,4,2,2,2,3,2,22500.0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,3,1,0,0
14516,3,1050,12,2,2,3,2,1,3,1,18000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3,1,0,0
14527,4,1431,0,3,2,3,2,2,3,2,19000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0
14528,4,1527,0,3,1,3,1,3,3,2,20000.0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,2,0,0,1
14529,3,1000,8,2,2,1,4,2,3,1,18000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,3,1,0,0
14530,2,650,2,1,2,1,3,1,3,1,17000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
14531,3,1143,1,2,4,4,4,1,3,2,20000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,3,1,0,0
14534,3,1140,1,2,4,3,1,3,3,1,20000.0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2,3,1,0,0
14535,3,850,5,2,1,1,0,1,3,0,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
14538,3,1200,9,2,3,4,2,2,3,2,24000.0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,2,3,1,0,0
14540,2,950,1,1,4,2,10,3,3,1,18000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,3,1,0,0
14544,4,1500,7,3,2,3,3,2,3,3,25000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0
14545,3,1257,4,2,4,2,4,2,3,2,24000.0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,3,1,0,0
14547,4,1537,5,2,4,2,1,2,3,2,50000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,3,0,1,0
14552,3,1200,3,2,1,3,3,3,3,0,23000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
14554,4,1625,2,2,4,2,4,3,3,2,25000.0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,3,1,0,0
14559,2,800,1,1,2,1,4,2,3,1,12000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
14561,3,1130,0,2,2,2,1,3,3,2,22000.0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,3,1,0,0
14562,4,1700,0,3,2,2,2,2,3,2,17000.0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,2,3,0,0,1
14564,3,1200,10,2,4,4,1,1,3,2,20000.0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,2,1,0,0
14565,4,1436,12,3,1,3,1,3,3,3,45000.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,3,0,1,0
14572,1,180,1,1,1,1,4,2,3,1,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
14573,2,705,0,1,1,1,6,2,3,1,20000.0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,3,1,0,0
14575,4,1500,14,2,1,3,5,2,3,2,35000.0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,3,0,0,1
14577,3,1140,8,2,4,4,1,2,3,3,26000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,3,1,0,0
14580,3,1143,3,2,1,2,3,2,3,2,30000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,1,0,0
14581,3,1170,0,2,1,2,0,2,3,1,25000.0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,3,1,0,0
14582,3,1000,3,2,1,2,3,2,3,1,30000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,3,0,0,1
14583,3,1450,1,2,2,2,1,2,3,1,24000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
14584,4,1365,1,2,2,2,2,3,3,2,22000.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,3,1,0,0
14585,3,1035,5,2,2,3,2,1,3,2,16500.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,0,0
14586,3,1100,20,2,3,2,2,1,3,1,20000.0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,3,0,0,1
14589,3,950,0,2,2,3,1,2,3,0,25000.0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,3,1,0,0
14590,4,1400,3,3,2,3,0,1,3,1,22000.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
14593,4,1000,0,2,1,3,3,3,3,1,28000.0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,3,0,0,1
14595,4,1800,1,2,2,3,3,2,3,2,32000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,0,0,1
14597,3,900,0,2,2,2,4,1,3,1,18000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,0,0,1
14599,3,1200,1,2,4,2,2,2,3,2,24000.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,3,1,0,0
14601,1,600,15,1,1,1,4,2,3,0,20000.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2,1,0,1,0
14604,2,500,1,1,3,1,3,3,3,1,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
14608,3,1175,1,2,2,2,2,3,3,2,20000.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,0,0
14620,3,1400,12,2,3,3,8,1,3,2,35000.0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,3,0,0,1
14626,3,1800,2,2,4,2,0,2,3,3,25000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,3,1,0,0
14630,3,1255,1,2,2,2,2,3,3,1,35000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,0,0
14631,3,750,5,1,1,2,2,2,3,1,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14634,3,1100,10,2,4,2,7,1,3,2,26000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,2,0,0,1
14638,3,1310,5,2,1,2,5,2,3,3,37000.0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,2,3,1,0,0
14640,3,1155,4,2,2,2,1,1,3,2,21000.0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,3,1,0,0
14642,4,1484,3,2,2,3,1,2,3,2,30000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,1,0,0
14646,3,1000,1,2,4,2,1,3,3,1,16000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0
14649,3,1189,3,2,1,1,2,3,3,2,15000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,3,1,0,0
14652,4,1235,4,2,1,3,2,3,3,2,28000.0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
14654,3,950,1,2,1,2,3,1,3,2,17500.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,0,0
14656,4,1380,0,2,4,3,0,2,3,2,21500.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,3,1,0,0
14657,4,1700,6,3,4,4,1,2,3,2,16000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
14660,4,1566,2,3,2,3,2,3,3,2,24000.0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,3,1,0,0
14662,3,1400,0,2,2,2,8,2,3,2,26000.0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,3,1,0,0
14663,3,1080,10,2,2,2,1,2,3,2,14000.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,3,0,0,1
14667,4,1381,0,2,4,3,3,2,3,1,22000.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,3,0,0,1
14668,4,1600,4,3,4,3,1,2,3,2,26000.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0
14671,3,750,7,2,2,4,2,2,3,2,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,1
14672,3,1483,1,2,2,2,2,3,3,1,18000.0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0
14673,3,1080,1,2,4,2,2,3,3,1,18000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,3,1,0,0
14678,3,1280,4,2,2,1,3,3,3,3,21000.0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0
14680,3,1200,12,2,1,1,1,3,3,1,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,3,0,0,1
14682,3,1100,3,2,3,2,2,2,3,2,24500.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
14685,3,850,0,2,3,2,0,2,3,1,35000.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2,0,1,0
14693,3,1075,3,2,2,2,11,2,3,2,25000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,3,1,0,0
14697,3,1000,5,2,1,2,2,2,3,2,23000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,1
14702,3,1120,5,2,3,3,4,1,3,1,21000.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,1,0,0
14704,4,1670,0,2,2,1,3,3,3,2,30000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,3,1,0,0
14705,3,1040,9,2,3,2,4,2,3,1,22500.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,3,1,0,0
14712,3,900,15,2,4,2,0,2,3,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0
14714,4,1600,6,3,2,3,4,2,3,2,23000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
14715,3,1265,1,2,2,1,3,3,3,2,23000.0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,2,3,1,0,0
14716,4,1782,1,3,4,2,4,3,3,3,25000.0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,2,0,0,1
14717,3,1150,0,2,2,2,11,2,3,3,21000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,3,1,0,0
14720,3,1195,1,2,2,2,4,1,3,2,22000.0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,3,1,0,0
14721,3,1200,9,2,4,2,2,2,3,0,22500.0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,1,0,0
14722,3,1100,0,2,2,2,3,2,3,1,23000.0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,3,0,0,1
14723,3,1104,5,2,4,2,2,2,3,3,27000.0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,3,1,0,0
14725,3,1400,3,2,1,3,4,2,3,1,15000.0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,1
14729,3,1165,5,2,2,2,4,1,3,2,23500.0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,0,0
14730,4,1582,12,3,2,3,8,1,3,3,30000.0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,3,1,0,0
14736,4,1744,0,2,2,2,2,2,3,2,30000.0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0
14741,4,1785,0,4,2,3,5,2,3,2,37000.0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0
14743,3,1000,0,2,2,2,0,2,3,0,13000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
14747,3,1110,7,2,1,2,1,2,3,3,22000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
14748,3,1215,1,2,4,3,6,2,3,3,25000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3,1,0,0
14752,4,1648,3,3,2,2,3,3,3,1,23500.0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,0,0
14753,3,1000,0,2,1,1,1,3,3,2,13000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,0,0,1
14757,3,1100,3,2,2,2,4,2,3,2,20000.0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,3,1,0,0
14758,3,1280,1,2,4,2,2,3,3,2,27000.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,2,3,1,0,0
14759,3,1350,0,2,2,2,9,2,3,2,27000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,0,0
14763,3,1325,18,2,2,3,2,2,3,3,22000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,3,0,1,0
14773,4,1350,10,2,2,3,1,2,3,1,30000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3,1,0,0
14775,4,1300,1,2,2,2,2,3,3,1,18500.0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,3,1,0,0
14777,2,500,20,1,2,1,2,1,3,0,8000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
14780,3,1350,0,2,2,4,6,2,3,1,36000.0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,2,3,1,0,0
14786,3,800,8,2,1,2,1,1,3,1,14000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1
14788,3,1100,3,2,2,2,2,1,3,0,30000.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,3,0,1,0
14789,2,600,0,1,2,1,1,3,3,1,19000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3,1,0,0
14792,3,1200,2,2,1,2,3,2,3,2,35000.0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,2,3,0,1,0
14796,3,1177,1,2,2,1,4,3,3,3,15000.0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0
14800,1,300,5,1,1,3,0,3,3,0,10000.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
14802,3,1197,0,2,4,2,2,2,3,1,29000.0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,2,0,0,1
14805,3,750,1,1,3,2,1,1,3,0,25000.0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,2,0,0,1,0
14808,1,400,1,1,2,1,1,3,3,1,18000.0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0
14810,3,460,0,2,2,2,0,2,3,2,13500.0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,3,1,0,0
14811,4,1475,2,2,1,3,1,3,3,2,28000.0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,3,1,0,0
14814,3,1210,0,2,4,2,12,3,3,1,23000.0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,3,1,0,0
14820,4,1600,1,3,1,3,1,2,3,2,28000.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,3,1,0,0
14823,4,1724,0,3,1,3,3,2,3,1,33500.0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,3,1,0,0
14824,4,2059,5,4,2,3,0,1,3,2,40000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,0,0
14825,3,1180,0,2,4,2,2,2,3,2,20000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,3,1,0,0
14827,4,1800,0,3,1,3,2,2,3,1,45000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
14830,4,1555,2,3,1,3,1,3,3,2,32000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,0,0
14832,2,1210,1,2,1,1,3,3,3,1,20000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,0,0,1
14837,3,1150,5,2,4,3,4,2,3,3,24000.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0
14844,1,650,3,1,2,2,1,2,3,1,12000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0
14849,3,1220,0,2,4,3,1,3,3,2,23000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,3,1,0,0
14850,4,1511,3,3,2,2,0,2,3,1,22500.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,0,0,1
14851,3,1200,0,2,2,2,8,3,3,2,29500.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,0,0
14852,4,1630,1,3,2,2,2,2,3,1,35000.0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,3,1,0,0
14853,3,1200,2,2,1,2,2,1,3,0,10000.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0
14856,3,990,20,2,3,2,1,2,3,3,20000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,0,0,1
14858,4,800,10,3,3,4,0,1,3,2,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14859,4,1419,1,3,4,3,7,3,3,2,34000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,3,1,0,0
14860,3,1250,10,2,1,2,1,3,3,1,16000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,0,0
14863,3,1260,6,2,2,2,0,3,3,2,16000.0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
14864,3,1130,5,2,2,2,1,3,3,2,25000.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,3,1,0,0
14866,2,850,10,1,2,1,0,2,3,3,15000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0
14867,4,1400,5,3,2,4,5,2,3,3,30000.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0
14868,2,600,0,1,1,1,7,2,3,3,16000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,0,0,1
14870,3,1050,1,2,2,3,0,2,3,1,26000.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,1,0
14879,1,500,3,1,2,1,4,2,3,1,10000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
14884,3,950,10,2,1,2,2,3,3,2,24000.0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,3,1,0,0
14885,1,800,0,1,2,1,1,3,3,0,15000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
14886,2,400,6,1,2,1,3,2,3,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
14887,4,1511,5,2,3,4,2,2,3,2,45000.0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,3,1,0,0
14888,3,890,10,2,1,2,1,2,3,2,13500.0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,3,1,0,0
14889,3,1290,10,2,1,2,1,2,3,2,21000.0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,3,1,0,0
14890,3,1012,0,2,1,2,2,3,3,1,20000.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,3,1,0,0
14894,4,1485,5,3,4,3,3,2,3,1,28000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,3,1,0,0
14897,3,1260,0,2,2,2,3,2,3,3,23000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,3,1,0,0
14898,3,918,10,2,2,4,1,1,3,1,23000.0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,2,0,0,0,1
14905,2,650,0,1,2,2,3,3,3,1,15000.0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,2,1,0,0
14906,4,1580,1,3,2,4,2,2,3,3,20000.0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,3,0,1,0
14909,3,990,10,2,2,2,3,3,3,2,18000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
14914,3,800,4,2,3,2,1,1,3,2,18000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
14917,3,1175,12,2,3,2,2,2,3,3,25000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,3,0,0,1
14918,2,450,1,1,1,1,0,2,3,1,12000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0
14920,2,790,0,1,4,1,3,1,3,1,17000.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0
14922,3,970,8,2,1,3,1,2,3,2,11000.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,1
14923,4,1615,7,2,1,2,2,2,3,3,43000.0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
14924,3,975,8,2,4,3,1,3,3,2,20000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1
14928,3,1210,5,2,1,2,2,2,3,2,23000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1
14930,4,1292,2,2,2,4,6,1,3,3,26000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,3,1,0,0
14933,4,1520,7,3,1,3,2,2,3,3,30000.0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,3,1,0,0
14934,3,1075,6,2,1,2,2,2,3,1,20000.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,3,1,0,0
14935,3,1000,10,2,1,2,2,2,3,1,15000.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,3,0,0,1
14938,4,1500,3,2,3,3,3,2,3,1,40000.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,3,0,0,1
14942,4,1640,0,2,2,3,1,2,3,2,19000.0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,3,0,0,1
14946,3,1080,10,2,2,2,1,2,3,1,24000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0
14949,3,1100,2,2,2,2,2,1,3,2,17500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
