,type,locality,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,city,furnishing_encoded,parking_encoded
9681,2,Bellanduru,SEMI_FURNISHED,BOTH,700,4.0,2.0,2,1.0,4.0,2,3,1.0,14000.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,2,1,3
9682,3,HSR Layout,FULLY_FURNISHED,BOTH,1352,9.0,2.0,1,2.0,2.0,2,3,2.0,27000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,2,2,3
9683,3,AGS Layout,SEMI_FURNISHED,BOTH,1080,8.0,2.0,2,2.0,1.0,2,3,2.0,12000.0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,2,1,3
9684,4,C V Raman Nagar,SEMI_FURNISHED,BOTH,1460,5.0,2.0,2,3.0,1.0,2,3,2.0,21000.0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,2,1,3
9688,3,Banashankari,SEMI_FURNISHED,BOTH,1250,2.0,2.0,2,2.0,2.0,2,3,1.0,25000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
9690,2,Varthur,FULLY_FURNISHED,FOUR_WHEELER,645,0.0,1.0,2,1.0,9.0,3,3,1.0,16500.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,2,2,2
9693,3,Kodihalli,SEMI_FURNISHED,BOTH,1145,10.0,2.0,3,2.0,0.0,2,3,1.0,21000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,3
9695,4,Hemmigepura,SEMI_FURNISHED,FOUR_WHEELER,1450,1.0,3.0,1,3.0,1.0,2,3,1.0,18000.0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,2,1,2
9697,4,Thubarahalli,FULLY_FURNISHED,BOTH,1500,8.0,2.0,2,3.0,4.0,2,3,3.0,9131.0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,2,2,3
9700,3,Koramangala,SEMI_FURNISHED,BOTH,1250,11.0,2.0,3,3.0,2.0,2,3,3.0,27000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
9701,3,Varthur,SEMI_FURNISHED,BOTH,1468,0.0,2.0,1,2.0,3.0,3,3,2.0,16000.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,3
9704,3,Sitaramapalya,SEMI_FURNISHED,BOTH,925,9.0,2.0,2,2.0,3.0,2,3,1.0,18000.0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,2,1,3
9705,4,Garudachara Palya,SEMI_FURNISHED,BOTH,1500,0.0,3.0,1,3.0,11.0,3,3,3.0,33000.0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,2,1,3
9707,3,Dodda Nekkundi,SEMI_FURNISHED,TWO_WHEELER,1000,4.0,2.0,1,2.0,5.0,2,3,0.0,23000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0
9709,3,Kadugodi,SEMI_FURNISHED,BOTH,1110,5.0,2.0,2,3.0,3.0,2,3,1.0,22000.0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,2,1,3
9712,3,Hosa Tippasandra,SEMI_FURNISHED,BOTH,1350,5.0,2.0,1,4.0,3.0,2,3,3.0,28000.0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,2,1,3
9719,3,Agaram,SEMI_FURNISHED,BOTH,1200,13.0,2.0,2,2.0,6.0,1,3,2.0,40000.0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,2,1,3
9721,4,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1424,0.0,3.0,2,3.0,6.0,3,3,1.0,30000.0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,2,1,3
9729,3,Munekolala,SEMI_FURNISHED,BOTH,1100,6.0,2.0,1,4.0,0.0,3,3,2.0,17000.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1,3
9731,3,Dodda Nekkundi,FULLY_FURNISHED,BOTH,1250,6.0,2.0,1,3.0,3.0,1,3,1.0,30000.0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,2,2,3
9737,4,Bilekahalli,SEMI_FURNISHED,BOTH,1434,0.0,3.0,2,3.0,1.0,2,3,3.0,23000.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,3
9739,3,Sarakki,SEMI_FURNISHED,BOTH,1050,8.0,2.0,2,3.0,3.0,2,3,0.0,19000.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,1,3
9740,4,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,1300,1.0,2.0,2,3.0,0.0,2,3,2.0,20000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,2,1,3
9744,3,Banashankari,SEMI_FURNISHED,BOTH,1200,3.0,2.0,2,2.0,1.0,1,3,2.0,15000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1,3
9745,3,Ejipura,SEMI_FURNISHED,BOTH,1275,4.0,2.0,2,2.0,3.0,2,3,1.0,30000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3
9748,3,Ittamadu,SEMI_FURNISHED,BOTH,1000,11.0,2.0,2,4.0,1.0,2,3,2.0,16000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3
9749,3,AGS Layout,SEMI_FURNISHED,BOTH,1170,5.0,2.0,1,4.0,0.0,2,3,2.0,18500.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,2,1,3
9755,3,Kundalahalli,SEMI_FURNISHED,BOTH,1450,10.0,2.0,2,2.0,3.0,2,3,2.0,23000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,3
9756,4,Hagadur,SEMI_FURNISHED,BOTH,1450,2.0,3.0,2,3.0,2.0,2,3,2.0,21000.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1,3
9757,3,Nallurahalli,SEMI_FURNISHED,BOTH,1044,1.0,2.0,2,2.0,4.0,3,3,2.0,23000.0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,2,1,3
9759,3,Yelchenahalli Ward,SEMI_FURNISHED,BOTH,1170,8.0,2.0,2,2.0,11.0,2,3,2.0,25000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,2,1,3
9762,3,Koramangala,SEMI_FURNISHED,BOTH,1150,7.0,2.0,4,2.0,1.0,2,3,2.0,26000.0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2,1,3
9768,4,Kadugodi,SEMI_FURNISHED,BOTH,1436,1.0,2.0,2,2.0,2.0,2,3,2.0,22500.0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1,3
9771,3,Hoodi,SEMI_FURNISHED,BOTH,1145,2.0,2.0,1,2.0,2.0,2,3,1.0,20000.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,3
9773,4,AGS Layout,SEMI_FURNISHED,BOTH,1731,5.0,3.0,4,2.0,1.0,2,3,1.0,24000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
9778,3,Sunkenahalli Ward,SEMI_FURNISHED,BOTH,1400,2.0,2.0,2,2.0,3.0,1,3,1.0,27000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,1,3
9779,3,Kadugodi,SEMI_FURNISHED,BOTH,1225,3.0,2.0,2,2.0,0.0,3,3,1.0,23000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,3
9782,4,Kadugodi,FULLY_FURNISHED,BOTH,1840,1.0,3.0,2,3.0,19.0,2,3,2.0,40000.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,2,3
9789,3,Bommanahalli,SEMI_FURNISHED,BOTH,1150,4.0,2.0,2,2.0,1.0,3,3,1.0,17000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3
9792,3,Bellanduru,FULLY_FURNISHED,BOTH,1170,9.0,2.0,1,2.0,9.0,3,3,2.0,32000.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,2,2,3
9800,3,Jakkasandra,SEMI_FURNISHED,BOTH,1200,1.0,2.0,1,2.0,1.0,2,3,2.0,28000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
9801,4,Ambalipura,SEMI_FURNISHED,BOTH,1500,9.0,3.0,3,3.0,5.0,2,3,2.0,31000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,3
9802,4,Yelchenahalli Ward,SEMI_FURNISHED,BOTH,1200,1.0,2.0,2,2.0,3.0,2,3,2.0,25000.0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,1,3
9803,3,Devarabeesanahalli,SEMI_FURNISHED,BOTH,1278,3.0,2.0,2,2.0,5.0,2,3,2.0,28000.0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,2,1,3
9804,3,Hagadur,FULLY_FURNISHED,BOTH,1050,6.0,2.0,2,2.0,3.0,3,3,2.0,22500.0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,2,2,3
9806,2,Varthur,SEMI_FURNISHED,TWO_WHEELER,650,7.0,1.0,2,2.0,3.0,3,3,1.0,15000.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0
9815,3,Haralur,SEMI_FURNISHED,BOTH,1180,0.0,2.0,1,2.0,13.0,2,3,2.0,30000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,3
9818,3,Nallurahalli,SEMI_FURNISHED,BOTH,1100,0.0,2.0,2,2.0,6.0,1,3,3.0,26000.0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,3
9821,1,Dodda Nekkundi,SEMI_FURNISHED,TWO_WHEELER,350,5.0,1.0,2,1.0,1.0,2,3,1.0,10500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
9822,4,Hagadur,SEMI_FURNISHED,FOUR_WHEELER,1950,3.0,3.0,2,3.0,1.0,3,3,2.0,31000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,2,1,2
9823,3,Hagadur,FULLY_FURNISHED,BOTH,1190,5.0,2.0,1,2.0,7.0,1,3,3.0,26000.0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,2,2,3
9824,4,Bellanduru,SEMI_FURNISHED,FOUR_WHEELER,1555,10.0,3.0,2,3.0,3.0,2,3,3.0,35000.0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,2,1,2
9825,3,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1200,5.0,2.0,2,3.0,1.0,2,3,3.0,23000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,3
9826,4,Nallurahalli,FULLY_FURNISHED,BOTH,1540,5.0,2.0,2,4.0,0.0,2,3,3.0,25000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,2,2,3
9827,3,Varthur,SEMI_FURNISHED,FOUR_WHEELER,1160,0.0,2.0,1,2.0,1.0,2,3,2.0,18000.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,2
9828,4,Kadugodi,SEMI_FURNISHED,FOUR_WHEELER,1790,2.0,3.0,4,3.0,2.0,3,3,2.0,26000.0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,2
9831,3,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,1000,6.0,2.0,1,2.0,2.0,2,3,3.0,20000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0
9832,3,Varthur,SEMI_FURNISHED,BOTH,1200,1.0,2.0,2,2.0,4.0,3,3,2.0,18000.0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,2,1,3
9834,3,Shanthala Nagar,SEMI_FURNISHED,BOTH,1010,10.0,2.0,2,2.0,0.0,2,3,2.0,50000.0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,2,1,3
9840,1,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,350,5.0,1.0,1,2.0,5.0,1,3,1.0,11000.0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,2,1,0
9845,4,Kadugodi,FULLY_FURNISHED,NONE,1820,2.0,3.0,1,3.0,4.0,2,3,2.0,40000.0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,2,1
9848,3,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1100,1.0,2.0,2,4.0,0.0,2,3,1.0,24000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,2,1,3
9852,3,Hagadur,SEMI_FURNISHED,BOTH,1205,2.0,2.0,2,2.0,1.0,2,3,1.0,16000.0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,2,1,3
9863,4,AGS Layout,SEMI_FURNISHED,BOTH,1400,3.0,2.0,1,3.0,2.0,2,3,0.0,20000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,3
9864,4,Srinivasapura,SEMI_FURNISHED,FOUR_WHEELER,1450,3.0,3.0,1,3.0,0.0,2,3,2.0,17000.0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,2,1,2
9873,3,Sitaramapalya,SEMI_FURNISHED,BOTH,1172,2.0,2.0,3,2.0,10.0,2,3,3.0,27000.0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,2,1,3
9879,4,AGS Layout,SEMI_FURNISHED,BOTH,1481,5.0,2.0,2,3.0,2.0,1,3,3.0,18000.0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,2,1,3
9882,4,Hoodi,NOT_FURNISHED,FOUR_WHEELER,1780,3.0,2.0,2,2.0,8.0,1,3,2.0,30000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2
9883,2,Varthur,SEMI_FURNISHED,BOTH,750,0.0,2.0,2,4.0,3.0,3,3,2.0,23000.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3
9889,3,Kaggadasapura,SEMI_FURNISHED,BOTH,1140,0.0,2.0,4,1.0,1.0,2,3,1.0,20000.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,1,3
9893,3,Dodda Nekkundi,FULLY_FURNISHED,BOTH,1400,2.0,2.0,1,4.0,4.0,2,3,2.0,30000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,3
9894,3,Frazer Town,SEMI_FURNISHED,BOTH,1350,15.0,2.0,3,4.0,2.0,1,3,3.0,30000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,1,3
9911,3,Kodihalli,SEMI_FURNISHED,FOUR_WHEELER,1000,10.0,2.0,2,2.0,2.0,2,3,0.0,25000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,2
9915,3,Hagadur,SEMI_FURNISHED,BOTH,1200,4.0,2.0,4,1.0,4.0,1,3,2.0,17000.0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,2,1,3
9918,3,Dodda Nekkundi,FULLY_FURNISHED,BOTH,1500,2.0,2.0,2,4.0,0.0,2,3,2.0,31000.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,3
9921,4,Hosakerehalli,SEMI_FURNISHED,BOTH,1545,8.0,3.0,2,3.0,1.0,2,3,2.0,23000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,2,1,3
9929,4,Bellanduru,SEMI_FURNISHED,BOTH,1400,0.0,2.0,4,2.0,12.0,2,3,1.0,27000.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,3
9931,4,Iblur,SEMI_FURNISHED,BOTH,1500,8.0,3.0,1,3.0,0.0,3,3,1.0,31000.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,3
9932,3,Varthur,SEMI_FURNISHED,TWO_WHEELER,1000,1.0,2.0,2,2.0,3.0,1,3,3.0,20000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0
9937,3,Kundalahalli,SEMI_FURNISHED,BOTH,1200,2.0,2.0,2,2.0,1.0,2,3,2.0,21500.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,1,3
9942,3,HSR Layout,SEMI_FURNISHED,FOUR_WHEELER,1359,10.0,2.0,1,2.0,7.0,3,3,2.0,26000.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,2,1,2
9943,3,GM Palya,SEMI_FURNISHED,BOTH,1040,10.0,2.0,4,2.0,3.0,2,3,2.0,18500.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
9950,3,Kumaraswamy Layout,SEMI_FURNISHED,BOTH,1250,12.0,2.0,2,1.0,2.0,2,3,1.0,13500.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,3
9957,3,Others,SEMI_FURNISHED,BOTH,1475,7.0,2.0,1,2.0,11.0,2,3,2.0,32000.0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,2,1,3
9963,3,Munekolala,SEMI_FURNISHED,BOTH,1150,2.0,2.0,1,2.0,3.0,2,3,2.0,22000.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,3
9965,3,Konena Agrahara Ward,SEMI_FURNISHED,NONE,1175,10.0,2.0,1,2.0,0.0,1,3,0.0,22000.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,1,1
9966,3,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,1150,5.0,2.0,2,2.0,4.0,2,3,0.0,13500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
9967,3,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,1170,10.0,1.0,2,2.0,2.0,2,3,2.0,11000.0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,2,1,3
9972,3,Others,SEMI_FURNISHED,FOUR_WHEELER,900,3.0,2.0,3,2.0,2.0,2,3,1.0,10500.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,2
9977,3,Varthur,SEMI_FURNISHED,BOTH,1000,1.0,2.0,1,4.0,2.0,3,3,1.0,21000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
9979,3,Kamakshi Palya,SEMI_FURNISHED,BOTH,1000,3.0,2.0,3,2.0,2.0,2,3,3.0,12000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
9980,3,Hoodi,SEMI_FURNISHED,BOTH,1300,0.0,2.0,2,2.0,1.0,1,3,3.0,18000.0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,1,3
9986,3,Bilekahalli,SEMI_FURNISHED,BOTH,1270,10.0,2.0,2,2.0,2.0,2,3,2.0,21000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3
9991,3,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,1184,0.0,2.0,4,3.0,1.0,2,3,1.0,30000.0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,2,1,3
9992,3,Hagadur,SEMI_FURNISHED,BOTH,1200,1.0,2.0,1,2.0,1.0,1,3,1.0,24500.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,2,1,3
10002,3,Kadugodi,FULLY_FURNISHED,NONE,1000,9.0,2.0,2,2.0,3.0,1,3,2.0,18500.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1
10003,3,Kadugodi,SEMI_FURNISHED,BOTH,1250,3.0,2.0,2,4.0,3.0,3,3,2.0,23500.0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,2,1,3
10005,3,C V Raman Nagar,SEMI_FURNISHED,BOTH,1100,10.0,2.0,2,2.0,2.0,2,3,2.0,20000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3
10007,3,Malleshpalya,SEMI_FURNISHED,BOTH,950,12.0,2.0,4,2.0,1.0,2,3,2.0,20000.0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,2,1,3
10010,3,Kaggadasapura,SEMI_FURNISHED,BOTH,1108,0.0,2.0,2,4.0,2.0,2,3,2.0,19000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
10011,4,Bellanduru,SEMI_FURNISHED,BOTH,1695,4.0,3.0,1,4.0,2.0,1,3,3.0,41000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,3
10014,3,Hagadur,FULLY_FURNISHED,FOUR_WHEELER,1200,3.0,2.0,2,2.0,4.0,2,3,2.0,25000.0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,2,2,2
10015,3,Lal Bahadur Shastri Nagar,SEMI_FURNISHED,BOTH,1190,5.0,2.0,2,2.0,4.0,2,3,1.0,20000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,2,1,3
10017,3,Shanthi Nagar,SEMI_FURNISHED,BOTH,1090,10.0,2.0,1,2.0,0.0,2,3,0.0,40000.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,3
10018,4,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,1345,10.0,3.0,2,3.0,8.0,1,3,3.0,39000.0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,1,0
10026,4,Varthur,SEMI_FURNISHED,BOTH,1400,3.0,3.0,3,3.0,3.0,1,3,2.0,25000.0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,1,3
10029,4,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,1530,3.0,2.0,1,3.0,1.0,2,3,3.0,20000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3
10031,1,HSR Layout,SEMI_FURNISHED,FOUR_WHEELER,250,5.0,1.0,2,1.0,4.0,1,3,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2
10034,3,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1000,7.0,2.0,2,3.0,3.0,1,3,2.0,18000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,3
10037,3,Jayanagar,SEMI_FURNISHED,BOTH,800,20.0,1.0,1,1.0,4.0,1,3,1.0,16000.0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2,1,3
10038,3,Pattanduru Agrahara,SEMI_FURNISHED,BOTH,1050,0.0,2.0,1,2.0,1.0,1,3,1.0,24000.0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,2,1,3
10041,4,Kaadubeesanahalli,SEMI_FURNISHED,BOTH,1420,4.0,3.0,4,3.0,2.0,2,3,2.0,24000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,2,1,3
10049,3,Ambalipura,FULLY_FURNISHED,BOTH,1105,3.0,2.0,2,3.0,0.0,2,3,1.0,32000.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,2,2,3
10050,3,Shakambari Nagar,SEMI_FURNISHED,BOTH,1100,1.0,2.0,1,2.0,1.0,2,3,2.0,20000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3
10061,4,Ramagondanahalli,SEMI_FURNISHED,FOUR_WHEELER,1100,7.0,3.0,2,3.0,1.0,2,3,3.0,22000.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,2,1,2
10062,3,Bellanduru,SEMI_FURNISHED,BOTH,1280,1.0,2.0,2,2.0,4.0,3,3,2.0,28000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1,3
10063,3,Subramanyapura,SEMI_FURNISHED,BOTH,1100,8.0,2.0,2,4.0,1.0,2,3,2.0,14000.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,2,1,3
10070,3,Pantarapalya,SEMI_FURNISHED,BOTH,1040,3.0,2.0,2,1.0,1.0,2,3,1.0,17000.0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,2,1,3
10074,4,Devarabeesanahalli,SEMI_FURNISHED,BOTH,1374,2.0,2.0,1,2.0,1.0,3,3,2.0,27500.0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,2,1,3
10076,2,Bilekahalli,SEMI_FURNISHED,TWO_WHEELER,300,5.0,1.0,3,1.0,4.0,2,3,0.0,10500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0
10085,3,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,1100,1.0,2.0,2,2.0,0.0,2,3,1.0,15000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,3
10086,4,Ambalipura,SEMI_FURNISHED,BOTH,1570,0.0,2.0,2,3.0,3.0,3,3,3.0,32000.0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,1,3
10087,4,Sunkenahalli Ward,SEMI_FURNISHED,BOTH,1880,10.0,3.0,2,3.0,2.0,2,3,2.0,35000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3
10089,3,Kundalahalli,SEMI_FURNISHED,BOTH,735,0.0,1.0,2,4.0,11.0,2,3,0.0,22000.0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,2,1,3
10090,4,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1772,8.0,3.0,4,2.0,2.0,2,3,2.0,30000.0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,3
10091,4,Haralur,SEMI_FURNISHED,BOTH,1030,0.0,2.0,1,3.0,5.0,1,3,1.0,30000.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,2,1,3
10094,3,Munekolala,SEMI_FURNISHED,BOTH,1102,8.0,2.0,1,2.0,1.0,2,3,1.0,16500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,3
10095,4,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1694,8.0,3.0,2,3.0,3.0,2,3,3.0,42000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,2,1,3
10096,4,Mangammanapalya,SEMI_FURNISHED,BOTH,1120,0.0,2.0,2,3.0,2.0,2,3,2.0,30500.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,3
