type,locality,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,furnishing_encoded,parking_encoded
3,Konena Agrahara Ward,950,8,2,2,3,2,2,3,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Bommanahalli,930,4,2,2,2,2,2,3,1,19000,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,3
3,C V Raman Nagar,1200,10,2,2,2,3,1,3,1,18000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
3,Varthur,1007,1,2,2,1,3,2,3,1,24000,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,3
3,Agaram,1100,7,2,2,2,2,1,3,2,21000,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,3
3,Dodda Nekkundi,1030,8,2,1,3,2,1,3,1,24000,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,3
4,Girinagar,1300,15,2,4,3,0,2,3,0,18000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3,Hagadur,1305,8,2,2,2,4,1,3,1,20000,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,3
3,Udaya Nagar,1000,1,2,2,3,3,2,3,2,21000,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2
3,BTM Layout,980,5,2,1,2,2,2,3,1,17500,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2
3,Hanumantha Nagar,1000,10,2,2,2,1,2,3,2,17000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3,Konena Agrahara Ward,1160,7,2,2,2,4,1,3,2,35000,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,3
4,Nallurahalli,1950,0,3,2,3,6,2,3,1,35000,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,2
4,Hagadur,1625,0,3,3,2,4,2,3,3,28000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4,Devarabeesanahalli,1800,1,3,1,3,3,2,3,2,30000,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,3
3,AGS Layout,1000,2,2,1,4,3,2,3,2,12500,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,3
4,Hemmigepura,1385,1,3,4,3,3,2,3,3,16000,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,3
3,Basavanagudi,1100,9,2,2,2,4,2,3,2,20000,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,2
2,Kaggadasapura,750,4,1,2,1,5,2,3,1,11000,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
4,Bellanduru,1500,0,2,1,3,3,3,3,2,28000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,3
4,Munekolala,1200,0,2,2,3,0,2,3,1,28000,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,3
4,Adugodi,1642,15,2,2,3,4,2,3,2,38000,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,3
4,Varthur,1640,5,3,2,3,2,2,3,1,35000,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,2,3
3,Narayanapura,1000,10,2,1,2,1,2,3,1,18000,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,3
4,Basavanagudi,1500,10,3,2,3,1,2,3,3,30000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3,Sitaramapalya,1095,7,2,2,4,3,2,3,2,19000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3
3,Hagadur,1100,3,2,2,2,1,2,3,1,20000,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,3
3,Kaadubeesanahalli,1151,10,2,2,2,1,2,3,1,25000,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,3
2,Bellanduru,650,3,1,2,3,1,3,3,1,19000,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,3
4,Bellanduru,1313,8,2,2,4,2,1,3,0,24000,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,3
4,Bellanduru,1475,7,3,2,3,7,1,3,2,45000,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,3
4,Chamarajpet,1650,6,2,1,1,2,2,3,2,38000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Rajarajeshwari Nagar,1050,2,2,4,2,3,2,3,1,13500,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,3
3,Lal Bahadur Shastri Nagar,900,3,2,2,2,5,1,3,1,16000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
3,Nallurahalli,1340,0,2,2,2,12,3,3,2,31000,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3
4,Garudachara Palya,1735,1,3,2,3,1,2,3,2,32000,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,3
3,Malleshpalya,1000,10,2,3,2,3,2,3,2,20000,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3
4,Nallurahalli,1805,0,3,2,3,4,3,3,2,32000,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3
3,Bellanduru,1100,10,2,2,2,3,2,3,2,22500,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,3
4,Narayanapura,1300,10,2,2,3,2,3,3,2,25000,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,2
3,Subramanyapura,1200,1,1,1,2,0,1,3,1,15000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
4,Hagadur,1500,0,2,2,3,3,3,3,2,18000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
4,Bellanduru,2056,1,3,2,3,2,2,3,2,40000,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3
4,BTM Layout,1400,8,2,2,3,4,2,3,2,22000,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3
4,Hemmigepura,1440,3,2,4,2,0,2,3,3,14000,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,3
3,Bommanahalli,1080,4,2,1,3,0,2,3,2,18000,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,3
3,Varthur,1010,5,2,2,2,0,2,3,2,26000,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3
3,Vignananagar,1350,3,2,4,2,3,2,3,2,24000,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,2
4,Sarakki,1220,2,3,1,2,4,2,3,2,24000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3,Konena Agrahara Ward,1270,10,2,2,3,3,3,3,2,26000,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,2
4,Kadugodi,1405,4,2,2,3,2,3,3,3,30000,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,2,3
4,Haralur,1400,10,2,2,3,1,3,3,2,30000,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,3
4,C V Raman Nagar,1550,11,3,2,3,2,3,3,1,23000,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,3
4,Kadugodi,2010,1,3,2,4,7,1,3,2,28000,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3
3,Brookefields,1100,7,2,2,2,0,2,3,2,24000,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,3
4,Garudachara Palya,1320,0,2,4,3,3,2,3,1,30000,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,3
3,Jakkasandra,1050,0,2,2,2,1,2,3,2,20000,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3
3,Varthur,1100,5,2,2,2,2,2,3,1,14000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
4,Bellanduru,1755,0,3,1,3,1,2,3,2,36000,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3
4,Basavanagudi,1300,0,3,2,4,1,1,3,3,42000,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,3
3,Haralur,1532,7,3,4,2,0,3,3,0,22000,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,3
3,Hemmigepura,1150,1,2,1,2,1,2,3,2,14000,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,3
2,Hagadur,500,6,1,2,1,1,3,3,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Kodihalli,1200,2,2,1,2,3,2,3,1,24000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
3,AECS Layout,1200,2,2,2,2,3,2,3,1,25000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
4,Kadugodi,1851,3,3,3,2,0,2,3,2,45000,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,3
3,Bellanduru,1356,0,2,2,2,1,3,3,3,25000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
2,Vannarpetai,565,6,1,2,2,3,2,3,0,10500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Varthur,1109,1,2,4,2,1,3,3,2,15000,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3
4,Bhoganahalli,2124,0,4,1,3,5,2,3,2,40000,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3
4,Varthur,1544,3,2,2,4,4,3,3,3,26500,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3
3,Varthur,850,3,2,2,2,1,3,3,1,17000,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,3
3,Varthur,1257,0,2,2,2,4,1,3,3,22000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
4,Hoodi,1800,4,2,1,3,3,3,3,3,29500,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,3
3,Kaadubeesanahalli,1300,1,2,2,4,1,3,3,1,37000,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3
3,Bellanduru,1350,10,2,4,2,0,3,3,3,22000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
3,Kadugodi,1150,5,2,1,2,1,3,3,1,17500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
4,Kadugodi,1600,0,3,2,3,6,3,3,2,24000,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,3
4,Bellanduru,1400,1,2,1,3,2,2,3,1,25000,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,3
3,HSR Layout,1334,7,2,4,2,4,3,3,1,26000,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,3
4,Haralur,1602,6,3,4,3,4,2,3,3,23000,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3
4,Ambalipura,1793,2,3,1,3,1,3,3,1,40000,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,2,3
3,Vignananagar,1200,0,2,2,2,5,2,3,2,18000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
3,Varthur,1140,0,2,4,1,7,2,3,3,18000,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,3
3,Vimanapura,1000,10,2,2,2,2,2,3,1,22500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
4,Kadugodi,1492,5,2,2,3,0,2,3,2,24000,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,3
3,Lal Bahadur Shastri Nagar,1050,10,2,2,2,2,2,3,1,14000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3
3,Varthur,1140,0,2,2,1,0,2,3,1,17000,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,3
3,Bommanahalli,1100,0,2,1,2,1,1,3,1,17000,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2
4,Sarakki,1560,2,3,2,3,2,2,3,2,23500,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,3
2,Varthur,656,0,1,4,4,1,1,3,1,15000,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0
4,Bhuvaneshwari Nagar,1750,5,2,4,3,1,2,3,2,23000,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,3
2,Dodda Nekkundi,800,7,1,3,1,8,2,3,1,22000,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2,0
3,Kadugodi,1155,0,2,2,2,6,3,3,2,21000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4,Ambalipura,1214,1,2,3,3,12,3,3,1,34000,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,3
4,Bommanahalli,1450,1,3,1,3,1,2,3,2,30000,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,3
2,Rajarajeshwari Nagar,590,12,1,4,1,2,1,3,2,10000,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
4,Bellanduru,1807,11,3,2,3,7,2,3,3,28000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,3
3,Kaggadasapura,1333,8,2,1,2,7,2,3,2,25000,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3
3,Vignananagar,650,6,2,2,2,0,2,3,0,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Nallurahalli,1805,0,3,4,3,8,3,3,3,38000,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3
3,Konena Agrahara Ward,1150,15,2,1,1,4,2,3,1,20000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
3,Hagadur,1290,0,2,2,2,1,3,3,2,16000,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,3
4,Thubarahalli,1400,3,2,2,4,2,3,3,2,25000,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,3
3,Varthur,1200,0,2,2,3,13,3,3,2,25000,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,3
3,C V Raman Nagar,1210,10,2,2,4,2,2,3,1,20000,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,3
3,Suddagunte Palya Ward,1000,8,2,3,4,0,1,3,1,20000,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,3
4,Sarakki,1650,12,3,4,3,3,1,3,3,24000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
3,Vignananagar,750,5,2,1,2,0,1,3,0,14000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2
3,Halasuru,1200,10,2,2,4,3,1,3,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,BTM Layout,1250,9,2,2,3,1,2,3,2,21000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
3,Domlur,1155,0,2,2,2,2,1,3,2,32500,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3
4,Ambalipura,1200,10,2,2,2,2,3,3,1,35000,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,3
3,Bilekahalli,1200,1,2,1,3,3,2,3,1,32000,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,2,3
4,Malleshpalya,1200,7,2,3,1,1,2,3,2,17500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2
3,Varthur,1615,3,2,2,2,2,2,3,3,17000,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,3
4,Ramagondanahalli,1910,0,3,2,3,9,2,3,2,36000,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,3
2,Suddagunte Palya Ward,320,0,1,1,1,3,2,3,1,9000,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0
3,AGS Layout,1129,6,2,4,3,1,2,3,1,13000,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,3
3,Kaggadasapura,800,10,2,2,2,2,3,3,2,15000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3,AECS Layout,1065,5,2,1,2,0,2,3,0,22000,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,3
3,Shakambari Nagar,1200,9,2,2,2,2,3,3,1,17000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3
4,Varthur,1272,0,2,1,3,3,2,3,1,17000,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,3
2,Varthur,655,0,1,2,1,10,2,3,1,16000,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,2,0
3,Jnana Bharathi,700,0,1,1,2,2,2,3,1,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Kadugodi,1200,1,2,4,2,0,3,3,1,23000,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3
4,Kaggadasapura,1500,10,2,2,3,1,2,3,2,21000,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,3
4,Vignananagar,1464,16,3,3,3,3,2,3,1,33000,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,2
3,Panathur,1231,1,2,2,2,3,3,3,2,22000,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,3
3,Hagadur,1400,1,2,2,2,2,2,3,3,20000,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,3
3,Others,1080,8,2,3,2,1,2,3,2,22000,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,3
3,Rajarajeshwari Nagar,1000,10,2,1,2,3,3,3,1,11500,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3
3,Kaadubeesanahalli,1230,0,2,1,2,2,2,3,1,30000,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,3
3,Dodda Nekkundi,1250,7,2,3,2,3,1,3,2,20000,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3
3,Vignananagar,1200,8,2,2,2,1,2,3,2,13000,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,3
4,Varthur,1560,0,3,4,4,2,3,3,3,23000,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,3
3,Kaggadasapura,1000,10,2,4,2,1,2,3,1,20000,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3
4,Jayanagar,1500,3,2,4,4,1,2,3,1,35000,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,3
4,Hongasandra,1590,4,2,1,2,6,3,3,2,38000,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,3
2,Bellanduru,450,5,1,1,1,2,3,3,1,10000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
4,Haralur,1468,0,3,2,2,5,1,3,2,27000,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,3
3,HSR Layout,1000,7,2,1,2,1,1,3,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Vignananagar,1650,0,2,1,3,3,1,3,1,22000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
4,Ambalipura,1200,7,2,4,4,3,2,3,3,20000,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
3,Rajarajeshwari Nagar,1105,1,2,1,3,2,2,3,1,12000,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3
3,Dodda Nekkundi,1000,2,2,2,4,5,1,3,2,26000,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,3
3,Pattanduru Agrahara,1146,0,2,4,4,0,2,3,2,25000,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,3
3,Hemmigepura,1220,3,2,1,2,1,3,3,2,15000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,3
3,Hagadur,1129,1,2,4,2,0,3,3,2,19000,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,3
3,Hagadur,1000,1,2,2,4,3,3,3,2,16000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,3
3,Cleveland Town,1021,0,2,4,2,1,3,3,1,25000,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,3
3,Bilekahalli,1200,10,2,2,2,0,2,3,1,25000,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,3
3,Dodda Nekkundi,1160,3,2,2,2,3,3,3,3,22000,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,3
4,Devarabeesanahalli,1847,10,3,1,4,7,2,3,3,35000,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,2
4,Dodda Nekkundi,1600,5,3,2,3,3,2,3,0,26000,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,3
3,Kadugodi,1700,5,3,1,2,6,2,3,1,26000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
4,Kadugodi,1700,12,3,2,3,4,2,3,3,20000,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,3
3,JP Nagar,1050,15,2,3,2,3,2,3,0,20000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
4,Frazer Town,1250,0,2,2,3,3,2,3,2,10000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2
3,GM Palya,1050,7,2,1,3,1,1,3,2,18000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3
3,Yemaluru,1000,1,2,1,2,4,2,3,1,19000,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,3
3,Rajarajeshwari Nagar,1050,4,2,2,2,1,1,3,2,12000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
3,Kaadubeesanahalli,1193,0,2,2,2,8,2,3,1,32000,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,3
3,BTM Layout,1150,6,2,2,2,0,2,3,2,20000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4,Bellanduru,1300,10,2,4,4,2,2,3,2,27000,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,3
4,Nallurahalli,1680,0,3,2,3,7,2,3,2,30000,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,3
4,HSR Layout,1600,8,2,1,3,1,2,3,2,30000,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,3
3,Dodda Nekkundi,1338,0,2,4,2,0,2,3,2,32000,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,3
3,Dodda Nekkundi,1100,1,2,2,2,1,3,3,1,23000,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,3
4,HSR Layout,2100,6,3,2,3,5,2,3,2,37000,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,3
3,Hanumantha Nagar,800,9,1,3,2,1,2,3,1,14000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
3,Ramagondanahalli,1100,0,2,2,2,1,2,3,1,22000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4,BTM Layout,1700,10,3,2,3,4,2,3,1,23000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2
3,Hagadur,1135,1,2,4,4,3,3,3,2,18500,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,2
3,HSR Layout,1358,7,2,2,3,1,2,3,3,28000,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,3
4,Bellanduru,1290,2,2,2,3,4,3,3,2,24500,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,3
3,Hagadur,1200,5,2,2,2,1,1,3,2,24000,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,3
3,Kaadubeesanahalli,1190,1,2,2,2,7,2,3,3,30000,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,2,3
3,Pantarapalya,1140,3,2,1,1,4,2,3,2,14000,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3
3,Ejipura,1210,3,2,2,2,1,1,3,1,26000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Agaram,700,8,1,1,2,2,1,3,1,19000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
4,Basavanagudi,1341,2,3,2,4,4,2,3,3,37500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
4,AGS Layout,1560,3,2,2,3,4,2,3,2,19500,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,2
3,Lal Bahadur Shastri Nagar,1300,7,2,2,2,1,2,3,2,18000,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3
4,Dodda Nekkundi,1560,5,2,2,3,5,2,3,2,25000,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3
3,Munekolala,1210,0,2,4,2,12,3,3,1,25000,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,3
3,Varthur,1000,0,2,2,1,1,3,3,1,16000,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,2
3,Dodda Nekkundi,975,10,2,2,2,1,2,3,3,16000,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,2
3,Dodda Nekkundi,1200,3,2,2,2,0,2,3,2,24000,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,3
3,AGS Layout,1100,5,2,2,3,1,2,3,0,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,C V Raman Nagar,1100,10,2,4,2,1,2,3,1,25000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,C V Raman Nagar,1150,12,2,3,2,0,2,3,1,18000,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,3
